# A subset of Load Love Numbers, see Wang et al. CAGEO, (2012)
# Note: these load love number are in the CM reference frame,
# i.e. center of mass of total Earth system (solid + hydro + atmos).
# To convert to other reference frames, see Blewitt, JGR, (2003)
# For CE (center of mass solid Earth), ke0 = 0, he1 = hm1 + 1,
# le1 = lm1 + 1, ke1 = km1 + 1.  For CF (center of figure ~CE, within 2%),
# kf0 = 0, hf1 = 2/3(hm1 - lm1), lf1 = -1/3(hm1 - lm1),
# kf1 = -1/3*hm1 -2/3*lm1 - 1.
# All love numbers for degree >= 2 are the same for all ref frames.
-3.63252420E+00	+3.85488220E-03	-6.42552930E-03
-3.63737540E+00	+3.83946770E-03	-6.40337810E-03
-3.64222520E+00	+3.82420800E-03	-6.38144450E-03
-3.64707330E+00	+3.80910130E-03	-6.35972540E-03
-3.65191980E+00	+3.79414580E-03	-6.33821790E-03
-3.65676470E+00	+3.77933980E-03	-6.31691930E-03
-3.66160790E+00	+3.76468140E-03	-6.29582650E-03
-3.66644940E+00	+3.75016900E-03	-6.27493700E-03
-3.67128910E+00	+3.73580070E-03	-6.25424780E-03
-3.67612710E+00	+3.72157490E-03	-6.23375630E-03
-3.68096340E+00	+3.70748990E-03	-6.21345990E-03
-3.68579780E+00	+3.69354410E-03	-6.19335590E-03
-3.69063030E+00	+3.67973590E-03	-6.17344190E-03
-3.69546100E+00	+3.66606360E-03	-6.15371520E-03
-3.70028980E+00	+3.65252570E-03	-6.13417340E-03
-3.70511670E+00	+3.63912060E-03	-6.11481400E-03
-3.70994160E+00	+3.62584680E-03	-6.09563460E-03
-3.71476450E+00	+3.61270270E-03	-6.07663300E-03
-3.71958540E+00	+3.59968690E-03	-6.05780670E-03
-3.72440430E+00	+3.58679790E-03	-6.03915340E-03
-3.72922110E+00	+3.57403420E-03	-6.02067100E-03
-3.73403570E+00	+3.56139440E-03	-6.00235720E-03
-3.73884830E+00	+3.54887720E-03	-5.98420980E-03
-3.74365870E+00	+3.53648100E-03	-5.96622660E-03
-3.74846690E+00	+3.52420450E-03	-5.94840560E-03
-3.75327290E+00	+3.51204640E-03	-5.93074470E-03
-3.75807660E+00	+3.50000530E-03	-5.91324190E-03
-3.76287800E+00	+3.48807990E-03	-5.89589500E-03
-3.76767720E+00	+3.47626890E-03	-5.87870220E-03
-3.77247400E+00	+3.46457100E-03	-5.86166140E-03
-3.77726850E+00	+3.45298490E-03	-5.84477090E-03
-3.78206050E+00	+3.44150930E-03	-5.82802850E-03
-3.78685010E+00	+3.43014310E-03	-5.81143260E-03
-3.79163730E+00	+3.41888510E-03	-5.79498120E-03
-3.79642200E+00	+3.40773390E-03	-5.77867260E-03
-3.80120420E+00	+3.39668840E-03	-5.76250500E-03
-3.80598390E+00	+3.38574750E-03	-5.74647660E-03
-3.81076100E+00	+3.37490990E-03	-5.73058570E-03
-3.81553550E+00	+3.36417460E-03	-5.71483050E-03
-3.82030740E+00	+3.35354040E-03	-5.69920950E-03
-3.82507660E+00	+3.34300610E-03	-5.68372100E-03
-3.82984320E+00	+3.33257070E-03	-5.66836330E-03
-3.83460700E+00	+3.32223310E-03	-5.65313480E-03
-3.83936820E+00	+3.31199220E-03	-5.63803400E-03
-3.84412650E+00	+3.30184700E-03	-5.62305930E-03
-3.84888210E+00	+3.29179640E-03	-5.60820920E-03
-3.85363480E+00	+3.28183930E-03	-5.59348220E-03
-3.85838470E+00	+3.27197480E-03	-5.57887670E-03
-3.86313170E+00	+3.26220180E-03	-5.56439130E-03
-3.86787590E+00	+3.25251930E-03	-5.55002460E-03
-3.87261700E+00	+3.24292640E-03	-5.53577520E-03
-3.87735530E+00	+3.23342210E-03	-5.52164160E-03
-3.88209050E+00	+3.22400540E-03	-5.50762240E-03
-3.88682270E+00	+3.21467530E-03	-5.49371640E-03
-3.89155190E+00	+3.20543100E-03	-5.47992210E-03
-3.89627800E+00	+3.19627150E-03	-5.46623830E-03
-3.90100100E+00	+3.18719580E-03	-5.45266350E-03
-3.90572090E+00	+3.17820320E-03	-5.43919670E-03
-3.91043770E+00	+3.16929260E-03	-5.42583630E-03
-3.91515120E+00	+3.16046320E-03	-5.41258130E-03
-3.91986160E+00	+3.15171420E-03	-5.39943050E-03
-3.92456870E+00	+3.14304460E-03	-5.38638240E-03
-3.92927250E+00	+3.13445370E-03	-5.37343610E-03
-3.93397310E+00	+3.12594050E-03	-5.36059020E-03
-3.93867040E+00	+3.11750430E-03	-5.34784370E-03
-3.94336430E+00	+3.10914420E-03	-5.33519540E-03
-3.94805480E+00	+3.10085940E-03	-5.32264410E-03
-3.95274200E+00	+3.09264910E-03	-5.31018880E-03
-3.95742570E+00	+3.08451260E-03	-5.29782830E-03
-3.96210600E+00	+3.07644900E-03	-5.28556150E-03
-3.96678280E+00	+3.06845750E-03	-5.27338740E-03
-3.97145610E+00	+3.06053750E-03	-5.26130500E-03
-3.97612590E+00	+3.05268810E-03	-5.24931310E-03
-3.98079210E+00	+3.04490850E-03	-5.23741070E-03
-3.98545480E+00	+3.03719820E-03	-5.22559690E-03
-3.99011380E+00	+3.02955620E-03	-5.21387070E-03
-3.99476930E+00	+3.02198200E-03	-5.20223100E-03
-3.99942100E+00	+3.01447470E-03	-5.19067680E-03
-4.00406910E+00	+3.00703370E-03	-5.17920730E-03
-4.00871350E+00	+2.99965840E-03	-5.16782150E-03
-4.01335420E+00	+2.99234790E-03	-5.15651830E-03
-4.01799110E+00	+2.98510160E-03	-5.14529700E-03
-4.02262420E+00	+2.97791890E-03	-5.13415660E-03
-4.02725350E+00	+2.97079900E-03	-5.12309620E-03
-4.03187900E+00	+2.96374140E-03	-5.11211500E-03
-4.03650060E+00	+2.95674530E-03	-5.10121190E-03
-4.04111840E+00	+2.94981010E-03	-5.09038630E-03
-4.04573220E+00	+2.94293530E-03	-5.07963720E-03
-4.05034210E+00	+2.93612010E-03	-5.06896380E-03
-4.05494810E+00	+2.92936390E-03	-5.05836520E-03
-4.05955010E+00	+2.92266620E-03	-5.04784070E-03
-4.06414800E+00	+2.91602630E-03	-5.03738940E-03
-4.06874200E+00	+2.90944350E-03	-5.02701060E-03
-4.07333190E+00	+2.90291740E-03	-5.01670340E-03
-4.07791770E+00	+2.89644740E-03	-5.00646710E-03
-4.08249950E+00	+2.89003270E-03	-4.99630090E-03
-4.08707710E+00	+2.88367300E-03	-4.98620410E-03
-4.09165050E+00	+2.87736760E-03	-4.97617580E-03
-4.09621980E+00	+2.87111590E-03	-4.96621550E-03
-4.10078500E+00	+2.86491730E-03	-4.95632230E-03
-4.10534590E+00	+2.85877150E-03	-4.94649550E-03
-4.10990250E+00	+2.85267770E-03	-4.93673440E-03
-4.11445490E+00	+2.84663540E-03	-4.92703840E-03
-4.11900300E+00	+2.84064420E-03	-4.91740660E-03
-4.12354690E+00	+2.83470350E-03	-4.90783860E-03
-4.12808630E+00	+2.82881280E-03	-4.89833350E-03
-4.13262150E+00	+2.82297150E-03	-4.88889070E-03
-4.13715230E+00	+2.81717920E-03	-4.87950950E-03
-4.14167860E+00	+2.81143530E-03	-4.87018930E-03
-4.14620060E+00	+2.80573940E-03	-4.86092950E-03
-4.15071810E+00	+2.80009090E-03	-4.85172950E-03
-4.15523120E+00	+2.79448940E-03	-4.84258850E-03
-4.15973970E+00	+2.78893440E-03	-4.83350600E-03
-4.16424380E+00	+2.78342540E-03	-4.82448140E-03
-4.16874340E+00	+2.77796200E-03	-4.81551410E-03
-4.17323840E+00	+2.77254360E-03	-4.80660340E-03
-4.17772880E+00	+2.76716980E-03	-4.79774880E-03
-4.18221470E+00	+2.76184020E-03	-4.78894980E-03
-4.18669590E+00	+2.75655430E-03	-4.78020570E-03
-4.19117250E+00	+2.75131170E-03	-4.77151600E-03
-4.19564450E+00	+2.74611180E-03	-4.76288000E-03
-4.20011180E+00	+2.74095440E-03	-4.75429740E-03
-4.20457440E+00	+2.73583880E-03	-4.74576750E-03
-4.20903230E+00	+2.73076480E-03	-4.73728970E-03
-4.21348540E+00	+2.72573190E-03	-4.72886360E-03
-4.21793380E+00	+2.72073970E-03	-4.72048860E-03
-4.22237750E+00	+2.71578770E-03	-4.71216430E-03
-4.22681630E+00	+2.71087560E-03	-4.70389000E-03
-4.23125030E+00	+2.70600290E-03	-4.69566530E-03
-4.23567950E+00	+2.70116920E-03	-4.68748970E-03
-4.24010390E+00	+2.69637420E-03	-4.67936270E-03
-4.24452340E+00	+2.69161750E-03	-4.67128380E-03
-4.24893800E+00	+2.68689860E-03	-4.66325260E-03
-4.25334760E+00	+2.68221720E-03	-4.65526840E-03
-4.25775240E+00	+2.67757280E-03	-4.64733100E-03
-4.26215220E+00	+2.67296520E-03	-4.63943970E-03
-4.26654700E+00	+2.66839400E-03	-4.63159420E-03
-4.27093690E+00	+2.66385870E-03	-4.62379400E-03
-4.27532180E+00	+2.65935900E-03	-4.61603870E-03
-4.27970160E+00	+2.65489460E-03	-4.60832770E-03
-4.28407640E+00	+2.65046510E-03	-4.60066070E-03
-4.28844620E+00	+2.64607010E-03	-4.59303730E-03
-4.29281080E+00	+2.64170930E-03	-4.58545690E-03
-4.29717040E+00	+2.63738230E-03	-4.57791920E-03
-4.30152490E+00	+2.63308880E-03	-4.57042380E-03
-4.30587420E+00	+2.62882850E-03	-4.56297020E-03
-4.31021840E+00	+2.62460110E-03	-4.55555810E-03
-4.31455750E+00	+2.62040610E-03	-4.54818700E-03
-4.31889140E+00	+2.61624320E-03	-4.54085650E-03
-4.32322000E+00	+2.61211220E-03	-4.53356630E-03
-4.32754350E+00	+2.60801280E-03	-4.52631590E-03
-4.33186170E+00	+2.60394450E-03	-4.51910500E-03
-4.33617470E+00	+2.59990710E-03	-4.51193310E-03
-4.34048240E+00	+2.59590020E-03	-4.50480000E-03
-4.34478480E+00	+2.59192360E-03	-4.49770520E-03
-4.34908200E+00	+2.58797700E-03	-4.49064840E-03
-4.35337380E+00	+2.58406000E-03	-4.48362920E-03
-4.35766030E+00	+2.58017240E-03	-4.47664720E-03
-4.36194140E+00	+2.57631380E-03	-4.46970210E-03
-4.36621720E+00	+2.57248400E-03	-4.46279350E-03
-4.37048760E+00	+2.56868270E-03	-4.45592120E-03
-4.37475270E+00	+2.56490950E-03	-4.44908460E-03
-4.37901230E+00	+2.56116420E-03	-4.44228360E-03
-4.38326650E+00	+2.55744660E-03	-4.43551780E-03
-4.38751520E+00	+2.55375630E-03	-4.42878680E-03
-4.39175860E+00	+2.55009300E-03	-4.42209030E-03
-4.39599640E+00	+2.54645650E-03	-4.41542800E-03
-4.40022880E+00	+2.54284660E-03	-4.40879950E-03
-4.40445560E+00	+2.53926290E-03	-4.40220460E-03
-4.40867700E+00	+2.53570510E-03	-4.39564300E-03
-4.41289280E+00	+2.53217310E-03	-4.38911420E-03
-4.41710310E+00	+2.52866660E-03	-4.38261810E-03
-4.42130780E+00	+2.52518520E-03	-4.37615430E-03
-4.42550700E+00	+2.52172890E-03	-4.36972250E-03
-4.42970060E+00	+2.51829720E-03	-4.36332240E-03
-4.43388860E+00	+2.51488990E-03	-4.35695370E-03
-4.43807090E+00	+2.51150690E-03	-4.35061620E-03
-4.44224770E+00	+2.50814780E-03	-4.34430950E-03
-4.44641880E+00	+2.50481250E-03	-4.33803340E-03
-4.45058430E+00	+2.50150060E-03	-4.33178760E-03
-4.45474410E+00	+2.49821190E-03	-4.32557180E-03
-4.45889820E+00	+2.49494630E-03	-4.31938570E-03
-4.46304660E+00	+2.49170340E-03	-4.31322900E-03
-4.46718940E+00	+2.48848310E-03	-4.30710160E-03
-4.47132640E+00	+2.48528510E-03	-4.30100310E-03
-4.47545770E+00	+2.48210920E-03	-4.29493320E-03
-4.47958320E+00	+2.47895510E-03	-4.28889180E-03
-4.48370300E+00	+2.47582270E-03	-4.28287850E-03
-4.48781710E+00	+2.47271180E-03	-4.27689310E-03
-4.49192530E+00	+2.46962200E-03	-4.27093530E-03
-4.49602780E+00	+2.46655320E-03	-4.26500500E-03
-4.50012450E+00	+2.46350530E-03	-4.25910170E-03
-4.50421530E+00	+2.46047780E-03	-4.25322540E-03
-4.50830030E+00	+2.45747080E-03	-4.24737580E-03
-4.51237950E+00	+2.45448390E-03	-4.24155260E-03
-4.51645290E+00	+2.45151700E-03	-4.23575550E-03
-4.52052040E+00	+2.44856990E-03	-4.22998440E-03
-4.52458200E+00	+2.44564230E-03	-4.22423910E-03
-4.52863770E+00	+2.44273400E-03	-4.21851930E-03
-4.53268760E+00	+2.43984500E-03	-4.21282470E-03
-4.53673150E+00	+2.43697490E-03	-4.20715520E-03
-4.54076950E+00	+2.43412350E-03	-4.20151050E-03
